CO2 Emissions(g/km);Engine Size(L);Fuel Consumption City (L/100 km);Fuel Consumption Hwy (L/100 km);Fuel Consumption Comb (L/100 km);Make;Model;Vehicle Class;Cylinders;Transmission;Fuel Type
308;5;16;11;13;JAGUAR;XKR-S COUPE;MINICOMPACT;8;AS6;Z
218;2;11;8;10;JEEP;CHEROKEE;SUV - SMALL;4;A9;X
218;2;11;8;10;JEEP;CHEROKEE FFV;SUV - SMALL;4;A9;X
206;2;15;10;13;JEEP;CHEROKEE FFV;SUV - SMALL;4;A9;E
228;3;11;8;10;JEEP;CHEROKEE;SUV - SMALL;6;A9;X
230;2;11;8;10;JEEP;CHEROKEE 4X4;SUV - SMALL;4;A9;X
230;2;11;8;10;JEEP;CHEROKEE 4X4 FFV;SUV - SMALL;4;A9;X
219;2;16;11;14;JEEP;CHEROKEE 4X4 FFV;SUV - SMALL;4;A9;E
235;3;12;9;10;JEEP;CHEROKEE 4X4;SUV - SMALL;6;A9;X
232;2;11;9;10;JEEP;CHEROKEE 4X4 ACTIVE DRIVE II;SUV - SMALL;4;A9;X
251;3;13;9;11;JEEP;CHEROKEE 4X4 ACTIVE DRIVE II;SUV - SMALL;6;A9;X
251;2;12;9;11;JEEP;CHEROKEE TRAILHAWK 4X4;SUV - SMALL;4;A9;X
248;3;12;9;11;JEEP;CHEROKEE TRAILHAWK 4X4;SUV - SMALL;6;A9;X
228;2;11;9;10;JEEP;COMPASS;SUV - SMALL;4;AV;X
212;2;10;8;9;JEEP;COMPASS;SUV - SMALL;4;M5;X
230;2;11;9;10;JEEP;COMPASS;SUV - SMALL;4;A6;X
214;2;10;8;9;JEEP;COMPASS;SUV - SMALL;4;M5;X
235;2;11;9;10;JEEP;COMPASS 4X4;SUV - SMALL;4;A6;X
223;2;11;9;10;JEEP;COMPASS 4X4;SUV - SMALL;4;M5;X
255;2;12;10;11;JEEP;COMPASS 4X4 TRAIL RATED;SUV - SMALL;4;AV;X
267;3;11;8;10;JEEP;GRAND CHEROKEE 4X4 DIESEL;SUV - STANDARD;6;A8;D
278;4;14;10;12;JEEP;GRAND CHEROKEE 4X4 FFV;SUV - STANDARD;6;A8;X
250;4;18;13;16;JEEP;GRAND CHEROKEE 4X4 FFV;SUV - STANDARD;6;A8;E
338;6;17;12;15;JEEP;GRAND CHEROKEE 4X4 (MDS);SUV - STANDARD;8;A8;X
363;6;19;13;16;JEEP;GRAND CHEROKEE SRT 4X4 (MDS);SUV - STANDARD;8;A8;Z
228;2;11;9;10;JEEP;PATRIOT;SUV - SMALL;4;AV;X
212;2;10;8;9;JEEP;PATRIOT;SUV - SMALL;4;M5;X
230;2;11;9;10;JEEP;PATRIOT;SUV - SMALL;4;A6;X
214;2;10;8;9;JEEP;PATRIOT;SUV - SMALL;4;M5;X
235;2;11;9;10;JEEP;PATRIOT 4X4;SUV - SMALL;4;A6;X
223;2;11;9;10;JEEP;PATRIOT 4X4;SUV - SMALL;4;M5;X
255;2;12;10;11;JEEP;PATRIOT 4X4 TRAIL RATED;SUV - SMALL;4;AV;X
202;1;10;8;9;JEEP;RENEGADE;SUV - SMALL;4;M6;X
216;2;11;8;9;JEEP;RENEGADE FFV;SUV - SMALL;4;A9;X
195;2;14;10;12;JEEP;RENEGADE FFV;SUV - SMALL;4;A9;E
202;1;10;8;9;JEEP;RENEGADE 4X4;SUV - SMALL;4;M6;X
225;2;11;8;10;JEEP;RENEGADE 4X4;SUV - SMALL;4;A9;X
294;4;14;11;13;JEEP;WRANGLER 4X4;SUV - SMALL;6;A5;X
294;4;14;11;13;JEEP;WRANGLER 4X4;SUV - SMALL;6;M6;X
308;4;15;12;13;JEEP;WRANGLER UNLIMITED 4X4;SUV - SMALL;6;A5;X
308;4;15;11;13;JEEP;WRANGLER UNLIMITED 4X4;SUV - SMALL;6;M6;X
246;3;13;8;11;KIA;CADENZA;FULL-SIZE;6;AS6;X
175;2;9;6;8;KIA;FORTE;MID-SIZE;4;AS6;X
182;2;9;6;8;KIA;FORTE;MID-SIZE;4;M6;X
191;2;10;7;8;KIA;FORTE;MID-SIZE;4;AS6;X
196;2;10;7;9;KIA;FORTE;MID-SIZE;4;M6;X
223;2;11;8;10;KIA;FORTE 5;FULL-SIZE;4;AS6;X
225;2;11;8;10;KIA;FORTE 5;FULL-SIZE;4;M6;X
196;2;10;7;9;KIA;FORTE 5;FULL-SIZE;4;AS6;X
193;2;10;7;8;KIA;FORTE 5;FULL-SIZE;4;M6;X
216;2;11;8;9;KIA;FORTE KOUP;COMPACT;4;AS6;X
221;2;11;8;10;KIA;FORTE KOUP;COMPACT;4;M6;X
198;2;10;7;9;KIA;FORTE KOUP;COMPACT;4;AS6;X
202;2;10;7;9;KIA;FORTE KOUP;COMPACT;4;M6;X
260;4;13;9;11;KIA;K900;FULL-SIZE;6;AS8;X
306;5;16;10;13;KIA;K900;FULL-SIZE;8;AS8;Z
228;2;12;8;10;KIA;OPTIMA;MID-SIZE;4;AS6;X
200;2;10;7;9;KIA;OPTIMA;MID-SIZE;4;AS6;X
145;2;7;6;6;KIA;OPTIMA HYBRID;MID-SIZE;4;AS6;X
147;2;7;6;6;KIA;OPTIMA HYBRID EX;MID-SIZE;4;AS6;X
177;2;9;6;8;KIA;RIO;COMPACT;4;AS6;X
177;2;9;6;8;KIA;RIO;COMPACT;4;M6;X
175;2;9;6;8;KIA;RIO ECO;COMPACT;4;AS6;X
214;2;11;8;9;KIA;RONDO;STATION WAGON - MID-SIZE;4;AS6;X
214;2;11;7;9;KIA;RONDO;STATION WAGON - MID-SIZE;4;M6;X
267;3;13;10;12;KIA;SEDONA;MINIVAN;6;AS6;X
262;3;13;10;11;KIA;SEDONA SX;MINIVAN;6;AS6;X
288;3;14;11;13;KIA;SEDONA SXL;MINIVAN;6;AS6;X
239;2;12;9;10;KIA;SORENTO;SUV - SMALL;4;AS6;X
255;3;13;9;11;KIA;SORENTO;SUV - SMALL;6;AS6;X
251;2;12;9;11;KIA;SORENTO AWD;SUV - SMALL;4;AS6;X
271;3;13;10;12;KIA;SORENTO AWD;SUV - SMALL;6;AS6;X
205;2;10;8;9;KIA;SOUL;STATION WAGON - SMALL;4;AS6;X
207;2;10;8;9;KIA;SOUL;STATION WAGON - SMALL;4;M6;X
207;2;10;8;9;KIA;SOUL;STATION WAGON - SMALL;4;AS6;X
202;2;10;8;9;KIA;SOUL ECO Dynamics;STATION WAGON - SMALL;4;AS6;X
230;2;11;8;10;KIA;SPORTAGE;SUV - SMALL;4;AS6;X
260;2;13;9;11;KIA;SPORTAGE;SUV - SMALL;4;M6;X
260;2;13;10;11;KIA;SPORTAGE AWD;SUV - SMALL;4;AS6;X
246;2;12;9;11;KIA;SPORTAGE AWD;SUV - SMALL;4;AS6;X
412;7;22;13;18;LAMBORGHINI;AVENTADOR COUPE;TWO-SEATER;12;AM7;Z
453;7;24;15;20;LAMBORGHINI;AVENTADOR ROADSTER;TWO-SEATER;12;AM7;Z
334;5;17;12;15;LAMBORGHINI;HURACAN;TWO-SEATER;10;AM7;Z
423;7;22;14;18;LAMBORGHINI;VENENO ROADSTER;TWO-SEATER;12;AM7;Z
274;2;14;10;12;LAND ROVER;LR2;SUV - SMALL;4;AS6;Z
329;3;16;12;14;LAND ROVER;LR4;SUV - STANDARD;6;AS8;Z
283;3;14;10;12;LAND ROVER;RANGE ROVER;SUV - STANDARD;6;AS8;Z
347;5;17;13;15;LAND ROVER;RANGE ROVER SUPERCHARGED;SUV - STANDARD;8;AS8;Z
342;5;25;17;21;LAND ROVER;RANGE ROVER SUPERCHARGED;SUV - STANDARD;8;AS8;E
347;5;17;13;15;LAND ROVER;RANGE ROVER SUPERCHARGED LWB;SUV - STANDARD;8;AS8;Z
342;5;25;17;21;LAND ROVER;RANGE ROVER SUPERCHARGED LWB;SUV - STANDARD;8;AS8;E
223;2;11;8;10;LAND ROVER;RANGE ROVER EVOQUE;SUV - SMALL;4;AS9;Z
223;2;11;8;10;LAND ROVER;RANGE ROVER EVOQUE COUPE;SUV - SMALL;4;AS9;Z
285;3;14;11;12;LAND ROVER;RANGE ROVER SPORT;SUV - STANDARD;6;AS8;Z
338;5;17;12;15;LAND ROVER;RANGE ROVER SPORT SUPERCHARGED;SUV - STANDARD;8;AS8;Z
331;5;24;17;21;LAND ROVER;RANGE ROVER SPORT SUPERCHARGED;SUV - STANDARD;8;AS8;E
131;2;6;6;6;LEXUS;CT 200h;COMPACT;4;AV;X
136;3;6;6;6;LEXUS;ES 300h;MID-SIZE;4;AV6;X
221;4;11;8;10;LEXUS;ES 350;MID-SIZE;6;AS6;X
244;4;12;9;11;LEXUS;GS 350;MID-SIZE;6;AS8;Z
253;4;13;9;11;LEXUS;GS 350 AWD;MID-SIZE;6;AS6;Z
172;4;8;7;8;LEXUS;GS 450h;MID-SIZE;6;AV8;Z
320;5;16;12;14;LEXUS;GX 460;SUV - STANDARD;8;AS6;Z
221;3;11;8;10;LEXUS;IS 250;COMPACT;6;AS6;Z
239;3;12;9;10;LEXUS;IS 250 AWD;COMPACT;6;AS6;Z
221;3;11;8;10;LEXUS;IS 250 C;SUBCOMPACT;6;AS6;Z
244;4;12;9;11;LEXUS;IS 350;COMPACT;6;AS8;Z
253;4;13;9;11;LEXUS;IS 350 AWD;COMPACT;6;AS6;Z
244;4;12;9;11;LEXUS;IS 350 C;SUBCOMPACT;6;AS6;Z
283;5;14;10;12;LEXUS;LS 460;MID-SIZE;8;AS8;Z
297;5;15;10;13;LEXUS;LS 460 AWD;MID-SIZE;8;AS8;Z
297;5;15;10;13;LEXUS;LS 460 L AWD;MID-SIZE;8;AS8;Z
264;5;13;10;12;LEXUS;LS 600h L;MID-SIZE;8;AV8;Z
382;6;19;14;17;LEXUS;LX 570;SUV - STANDARD;8;AS6;Z
221;2;11;8;10;LEXUS;NX 200t AWD;SUV - SMALL;4;AS6;Z
228;2;11;9;10;LEXUS;NX 200t AWD F SPORT;SUV - SMALL;4;AS6;Z
170;3;7;8;7;LEXUS;NX 300h AWD;SUV - SMALL;4;AV6;X
244;4;12;9;11;LEXUS;RC 350;SUBCOMPACT;6;AS8;Z
253;4;13;9;11;LEXUS;RC 350 AWD;SUBCOMPACT;6;AS6;Z
290;5;15;10;13;LEXUS;RC F;SUBCOMPACT;8;AS8;Z
269;4;13;10;12;LEXUS;RX 350 AWD;SUV - SMALL;6;AS6;X
255;4;13;9;11;LEXUS;RX 350 AWD;SUV - SMALL;6;AS8;X
189;4;8;9;8;LEXUS;RX 450h AWD;SUV - SMALL;6;AV6;Z
251;2;12;9;11;LINCOLN;MKC AWD;SUV - SMALL;4;AS6;X
258;2;13;9;11;LINCOLN;MKC AWD;SUV - SMALL;4;AS6;X
274;4;14;10;12;LINCOLN;MKS AWD;FULL-SIZE;6;AS6;X
258;4;13;9;11;LINCOLN;MKS AWD;FULL-SIZE;6;AS6;X
294;4;15;10;13;LINCOLN;MKT AWD;SUV - STANDARD;6;AS6;X
232;2;12;8;10;LINCOLN;MKT LIVERY;SPECIAL PURPOSE VEHICLE;4;AS6;X
281;4;14;10;12;LINCOLN;MKT LIVERY AWD;SPECIAL PURPOSE VEHICLE;6;A6;X
278;4;14;10;12;LINCOLN;MKX AWD;SUV - SMALL;6;AS6;X
205;2;11;7;9;LINCOLN;MKZ;MID-SIZE;4;AS6;X
260;4;13;9;11;LINCOLN;MKZ AWD;MID-SIZE;6;AS6;X
133;2;6;6;6;LINCOLN;MKZ HYBRID;MID-SIZE;4;AV;X
327;4;16;12;14;LINCOLN;NAVIGATOR 4X4;SUV - STANDARD;6;AS6;X
331;4;16;12;14;LINCOLN;NAVIGATOR L 4X4;SUV - STANDARD;6;AS6;X
292;3;15;10;13;MASERATI;GHIBLI;MID-SIZE;6;AS8;Z
294;3;16;10;13;MASERATI;GHIBLI AWD;MID-SIZE;6;AS8;Z
347;5;18;11;15;MASERATI;GRANTURISMO;SUBCOMPACT;8;AS6;Z
350;5;18;12;15;MASERATI;GRANTURISMO CONVERTIBLE;SUBCOMPACT;8;AS6;Z
334;4;18;11;15;MASERATI;QUATTROPORTE GTS;FULL-SIZE;8;AS8;Z
299;3;16;10;13;MASERATI;QUATTROPORTE SQ4;FULL-SIZE;6;AS8;Z
189;2;9;7;8;MAZDA;CX-5;SUV - SMALL;4;AS6;X
184;2;9;7;8;MAZDA;CX-5;SUV - SMALL;4;M6;X
198;3;10;7;9;MAZDA;CX-5;SUV - SMALL;4;AS6;X
196;2;9;8;9;MAZDA;CX-5 4WD;SUV - SMALL;4;AS6;X
207;3;10;8;9;MAZDA;CX-5 4WD;SUV - SMALL;4;AS6;X
283;4;14;10;12;MAZDA;CX-9;SUV - SMALL;6;AS6;X
292;4;14;11;13;MAZDA;CX-9 4WD;SUV - SMALL;6;AS6;X
159;2;8;6;7;MAZDA;MAZDA3 4-DOOR;COMPACT;4;AS6;X
161;2;8;6;7;MAZDA;MAZDA3 4-DOOR (SIL);COMPACT;4;M6;X
170;3;8;6;7;MAZDA;MAZDA3 4-DOOR;COMPACT;4;AS6;X
166;3;8;6;7;MAZDA;MAZDA3 4-DOOR (i-ELOOP);COMPACT;4;AS6;X
184;3;9;6;8;MAZDA;MAZDA3 4-DOOR (SIL);COMPACT;4;M6;X
161;2;8;6;7;MAZDA;MAZDA3 5-DOOR;MID-SIZE;4;AS6;X
163;2;8;6;7;MAZDA;MAZDA3 5-DOOR (SIL);MID-SIZE;4;M6;X
177;3;9;7;8;MAZDA;MAZDA3 5-DOOR;MID-SIZE;4;AS6;X
166;3;8;6;7;MAZDA;MAZDA3 5-DOOR (i-ELOOP);MID-SIZE;4;AS6;X
186;3;9;7;8;MAZDA;MAZDA3 5-DOOR (SIL);MID-SIZE;4;M6;X
221;3;11;8;10;MAZDA;MAZDA5;MINIVAN;4;AS5;X
225;3;11;8;10;MAZDA;MAZDA5;MINIVAN;4;M6;X
175;3;9;6;8;MAZDA;MAZDA6;MID-SIZE;4;AS6;X
186;3;9;6;8;MAZDA;MAZDA6;MID-SIZE;4;M6;X
168;3;8;6;7;MAZDA;MAZDA6 (i-ELOOP);MID-SIZE;4;AS6;X
232;2;12;9;10;MAZDA;MX-5;TWO-SEATER;4;AS6;Z
221;2;11;9;10;MAZDA;MX-5;TWO-SEATER;4;M5;Z
228;2;11;8;10;MAZDA;MX-5;TWO-SEATER;4;M6;Z
184;2;9;7;8;MERCEDES-BENZ;B 250;STATION WAGON - SMALL;4;AS7;Z
205;2;10;8;9;MERCEDES-BENZ;B 250 4MATIC;STATION WAGON - SMALL;4;AS7;Z
216;2;11;8;9;MERCEDES-BENZ;C 250 COUPE;SUBCOMPACT;4;AS7;Z
207;2;10;8;9;MERCEDES-BENZ;C 300 4MATIC;COMPACT;4;AS7;Z
244;4;12;9;11;MERCEDES-BENZ;C 350 4MATIC COUPE;SUBCOMPACT;6;AS7;Z
242;4;12;9;11;MERCEDES-BENZ;C 350 COUPE;SUBCOMPACT;6;AS7;Z
228;3;11;8;10;MERCEDES-BENZ;C 400 4MATIC;COMPACT;6;AS7;Z
354;6;18;12;15;MERCEDES-BENZ;C 63 AMG COUPE;SUBCOMPACT;8;AS7;Z
186;2;9;6;8;MERCEDES-BENZ;CLA 250;SUBCOMPACT;4;AS7;Z
202;2;10;7;9;MERCEDES-BENZ;CLA 250 4MATIC;SUBCOMPACT;4;AS7;Z
209;2;10;8;9;MERCEDES-BENZ;CLA 45 AMG;COMPACT;4;AS7;Z
242;3;12;9;11;MERCEDES-BENZ;CLS 400 4MATIC;COMPACT;6;AS7;Z
288;5;15;10;13;MERCEDES-BENZ;CLS 550 4MATIC;COMPACT;8;AS7;Z
301;6;15;11;13;MERCEDES-BENZ;CLS 63 AMG 4MATIC;COMPACT;8;AS7;Z
200;2;9;6;7;MERCEDES-BENZ;E 250 BLUETEC 4MATIC;MID-SIZE;4;AS7;D
235;4;12;8;10;MERCEDES-BENZ;E 300 4MATIC;MID-SIZE;6;AS7;Z
239;3;12;9;10;MERCEDES-BENZ;E 400 4MATIC;MID-SIZE;6;AS7;Z
248;4;12;9;11;MERCEDES-BENZ;E 400 4MATIC WAGON;STATION WAGON - MID-SIZE;6;AS7;Z
230;4;12;8;10;MERCEDES-BENZ;E 400 CABRIOLET;SUBCOMPACT;6;AS7;Z
235;4;12;8;10;MERCEDES-BENZ;E 400 COUPE;SUBCOMPACT;6;AS7;Z
262;5;13;10;11;MERCEDES-BENZ;E 550 4MATIC;MID-SIZE;8;AS7;Z
269;5;14;9;12;MERCEDES-BENZ;E 550 CABRIOLET;SUBCOMPACT;8;AS7;Z
262;5;13;9;11;MERCEDES-BENZ;E 550 COUPE;SUBCOMPACT;8;AS7;Z
306;6;15;11;13;MERCEDES-BENZ;E 63 AMG S 4MATIC;MID-SIZE;8;AS7;Z
306;6;15;11;13;MERCEDES-BENZ;E 63 AMG S 4MATIC WAGON;STATION WAGON - MID-SIZE;8;AS7;Z
419;6;20;16;18;MERCEDES-BENZ;G 550;SUV - STANDARD;8;AS7;Z
426;6;20;17;19;MERCEDES-BENZ;G 63 AMG;SUV - STANDARD;8;AS7;Z
324;3;14;10;12;MERCEDES-BENZ;GL 350 BLUETEC 4MATIC;SUV - STANDARD;6;AS7;D
322;3;15;13;14;MERCEDES-BENZ;GL 450 4MATIC;SUV - STANDARD;6;AS7;Z
359;5;18;13;16;MERCEDES-BENZ;GL 550 4MATIC;SUV - STANDARD;8;AS7;Z
375;6;18;14;16;MERCEDES-BENZ;GL 63 AMG;SUV - STANDARD;8;AS7;Z
200;2;10;7;9;MERCEDES-BENZ;GLA 250 4MATIC;SUV - SMALL;4;AS7;Z
216;2;11;8;9;MERCEDES-BENZ;GLA 45 AMG 4MATIC;STATION WAGON - MID-SIZE;4;AS7;Z
230;2;10;7;9;MERCEDES-BENZ;GLK 250 BLUETEC 4MATIC;SUV - SMALL;4;AS7;D
258;4;13;10;11;MERCEDES-BENZ;GLK 350 4MATIC;SUV - SMALL;6;AS7;Z
278;3;12;9;10;MERCEDES-BENZ;ML 350 BLUETEC 4MATIC;SUV - STANDARD;6;AS7;D
276;3;13;10;12;MERCEDES-BENZ;ML 400 4MATIC;SUV - STANDARD;6;AS7;Z
327;5;16;12;14;MERCEDES-BENZ;ML 550 4MATIC;SUV - STANDARD;8;AS7;Z
359;6;17;14;16;MERCEDES-BENZ;ML 63 AMG 4MATIC;SUV - STANDARD;8;AS7;Z
248;5;13;9;11;MERCEDES-BENZ;S 400 4MATIC;MID-SIZE;6;AS7;Z
283;5;14;10;12;MERCEDES-BENZ;S 550 4MATIC COUPE;COMPACT;8;AS7;Z
288;5;15;10;13;MERCEDES-BENZ;S 550 4MATIC LWB;FULL-SIZE;8;AS7;Z
281;5;15;9;12;MERCEDES-BENZ;S 550 4MATIC SWB;MID-SIZE;8;AS7;Z
343;6;18;11;15;MERCEDES-BENZ;S 600;FULL-SIZE;12;AS7;Z
304;6;16;10;13;MERCEDES-BENZ;S 63 AMG 4MATIC;FULL-SIZE;8;AS7;Z
304;6;16;10;13;MERCEDES-BENZ;S 63 AMG COUPE;COMPACT;8;AS7;Z
357;6;19;12;16;MERCEDES-BENZ;S 65 AMG;FULL-SIZE;12;AS7;Z
345;6;18;11;15;MERCEDES-BENZ;S 65 AMG COUPE;COMPACT;12;AS7;Z
274;5;14;10;12;MERCEDES-BENZ;SL 550;TWO-SEATER;8;AS7;Z
285;6;15;10;12;MERCEDES-BENZ;SL 63 AMG;TWO-SEATER;8;AS7;Z
327;6;17;11;14;MERCEDES-BENZ;SL 65 AMG;TWO-SEATER;12;AS7;Z
207;2;10;7;9;MERCEDES-BENZ;SLK 250;TWO-SEATER;4;AS7;Z
207;2;10;7;9;MERCEDES-BENZ;SLK 250;TWO-SEATER;4;M6;Z
225;4;11;8;10;MERCEDES-BENZ;SLK 350;TWO-SEATER;6;AS7;Z
244;6;12;9;11;MERCEDES-BENZ;SLK 55 AMG;TWO-SEATER;8;AS7;Z
359;6;18;13;16;MERCEDES-BENZ;SLS AMG GT COUPE;TWO-SEATER;8;AM7;Z
359;6;18;13;16;MERCEDES-BENZ;SLS AMG GT ROADSTER;TWO-SEATER;8;AM7;Z
172;2;9;6;8;MINI;COOPER 3 DOOR;SUBCOMPACT;3;AS6;Z
163;2;8;6;7;MINI;COOPER 3 DOOR;SUBCOMPACT;3;M6;Z
172;2;9;6;8;MINI;COOPER 5 DOOR;SUBCOMPACT;3;AS6;Z
166;2;8;6;7;MINI;COOPER 5 DOOR;SUBCOMPACT;3;M6;Z
177;2;9;7;8;MINI;COOPER CONVERTIBLE;MINICOMPACT;4;AS6;Z
172;2;8;6;8;MINI;COOPER CONVERTIBLE;MINICOMPACT;4;M6;Z
200;2;9;8;9;MINI;COOPER COUNTRYMAN;COMPACT;4;AS6;Z
172;2;8;6;8;MINI;COOPER COUNTRYMAN;COMPACT;4;M6;Z
175;2;9;7;8;MINI;COOPER COUPE;TWO-SEATER;4;AS6;Z
168;2;8;6;7;MINI;COOPER COUPE;TWO-SEATER;4;M6;Z
200;2;9;8;9;MINI;COOPER PACEMAN;COMPACT;4;AS6;Z
172;2;8;6;8;MINI;COOPER PACEMAN;COMPACT;4;M6;Z
177;2;9;7;8;MINI;COOPER ROADSTER;TWO-SEATER;4;AS6;Z
172;2;8;6;8;MINI;COOPER ROADSTER;TWO-SEATER;4;M6;Z
189;2;9;7;8;MINI;COOPER S 3 DOOR;SUBCOMPACT;4;AS6;Z
198;2;10;7;9;MINI;COOPER S 3 DOOR;SUBCOMPACT;4;M6;Z
189;2;9;7;8;MINI;COOPER S 5 DOOR;SUBCOMPACT;4;AS6;Z
198;2;10;7;9;MINI;COOPER S 5 DOOR;SUBCOMPACT;4;M6;Z
186;2;9;7;8;MINI;COOPER S CONVERTIBLE;MINICOMPACT;4;AS6;Z
186;2;9;7;8;MINI;COOPER S CONVERTIBLE;MINICOMPACT;4;M6;Z
207;2;10;8;9;MINI;COOPER S COUNTRYMAN ALL4;COMPACT;4;AS6;Z
200;2;10;8;9;MINI;COOPER S COUNTRYMAN ALL4;COMPACT;4;M6;Z
186;2;9;7;8;MINI;COOPER S COUPE;TWO-SEATER;4;AS6;Z
186;2;9;7;8;MINI;COOPER S COUPE;TWO-SEATER;4;M6;Z
207;2;10;8;9;MINI;COOPER S PACEMAN ALL4;COMPACT;4;AS6;Z
200;2;10;8;9;MINI;COOPER S PACEMAN ALL4;COMPACT;4;M6;Z
186;2;9;7;8;MINI;COOPER S ROADSTER;TWO-SEATER;4;AS6;Z
186;2;9;7;8;MINI;COOPER S ROADSTER;TWO-SEATER;4;M6;Z
193;2;9;7;8;MINI;JOHN COOPER WORKS;SUBCOMPACT;4;AS6;Z
212;2;10;8;9;MINI;JOHN COOPER WORKS;SUBCOMPACT;4;M6;Z
186;2;9;7;8;MINI;JOHN COOPER WORKS CONVERTIBLE;MINICOMPACT;4;AS6;Z
186;2;9;7;8;MINI;JOHN COOPER WORKS CONVERTIBLE;MINICOMPACT;4;M6;Z
207;2;10;8;9;MINI;JOHN COOPER WORKS COUNTRYMAN ALL4;COMPACT;4;AS6;Z
200;2;10;8;9;MINI;JOHN COOPER WORKS COUNTRYMAN ALL4;COMPACT;4;M6;Z
186;2;9;7;8;MINI;JOHN COOPER WORKS COUPE;TWO-SEATER;4;AS6;Z
186;2;9;7;8;MINI;JOHN COOPER WORKS COUPE;TWO-SEATER;4;M6;Z
207;2;10;8;9;MINI;JOHN COOPER WORKS PACEMAN ALL4;COMPACT;4;AS6;Z
200;2;10;8;9;MINI;JOHN COOPER WORKS PACEMAN ALL4;COMPACT;4;M6;Z
186;2;9;7;8;MINI;JOHN COOPER WORKS ROADSTER;TWO-SEATER;4;AS6;Z
186;2;9;7;8;MINI;JOHN COOPER WORKS ROADSTER;TWO-SEATER;4;M6;Z
189;2;9;7;8;MITSUBISHI;LANCER;COMPACT;4;AV6;X
193;2;10;7;8;MITSUBISHI;LANCER;COMPACT;4;M5;X
219;2;11;8;10;MITSUBISHI;LANCER AWD;COMPACT;4;AV6;X
288;2;14;11;13;MITSUBISHI;LANCER EVOLUTION;COMPACT;4;AM6;Z
283;2;14;10;12;MITSUBISHI;LANCER EVOLUTION;COMPACT;4;M5;Z
267;2;13;9;12;MITSUBISHI;LANCER RALLIART;COMPACT;4;AM6;Z
198;2;10;7;9;MITSUBISHI;LANCER SPORTBACK;STATION WAGON - SMALL;4;AV6;X
198;2;10;7;9;MITSUBISHI;LANCER SPORTBACK;STATION WAGON - SMALL;4;M5;X
136;1;6;5;6;MITSUBISHI;MIRAGE;COMPACT;3;AV;X
147;1;7;6;6;MITSUBISHI;MIRAGE;COMPACT;3;M5;X
198;2;10;8;9;MITSUBISHI;OUTLANDER;SUV - SMALL;4;AV6;X
209;2;10;8;9;MITSUBISHI;OUTLANDER 4WD;SUV - SMALL;4;AV6;X
232;3;12;8;10;MITSUBISHI;OUTLANDER 4WD;SUV - SMALL;6;AS6;Z
193;2;9;7;8;MITSUBISHI;RVR;SUV - SMALL;4;AV6;X
202;2;10;8;9;MITSUBISHI;RVR;SUV - SMALL;4;M5;X
202;2;10;8;9;MITSUBISHI;RVR 4WD;SUV - SMALL;4;AV6;X
221;2;10;9;10;MITSUBISHI;RVR 4WD;SUV - SMALL;4;AV6;X
255;4;13;9;11;NISSAN;370Z COUPE;TWO-SEATER;6;AS7;Z
264;4;13;9;12;NISSAN;370Z COUPE;TWO-SEATER;6;M6;Z
264;4;13;10;12;NISSAN;370Z ROADSTER;TWO-SEATER;6;AS7;Z
271;4;14;10;12;NISSAN;370Z ROADSTER;TWO-SEATER;6;M6;Z
175;3;9;6;8;NISSAN;ALTIMA;MID-SIZE;4;AV;X
207;4;10;7;9;NISSAN;ALTIMA;MID-SIZE;6;AV;X
382;6;19;13;17;NISSAN;ARMADA 4WD;SUV - STANDARD;8;A5;X
283;3;14;11;12;NISSAN;FRONTIER;PICKUP TRUCK - SMALL;4;A5;X
260;3;12;10;11;NISSAN;FRONTIER;PICKUP TRUCK - SMALL;4;M5;X
292;4;15;10;13;NISSAN;FRONTIER;PICKUP TRUCK - SMALL;6;A5;X
315;4;16;11;14;NISSAN;FRONTIER 4WD;PICKUP TRUCK - SMALL;6;A5;X
306;4;15;11;13;NISSAN;FRONTIER 4WD;PICKUP TRUCK - SMALL;6;M6;X
290;4;14;11;13;NISSAN;GT-R;SUBCOMPACT;6;AM6;Z
182;2;9;7;8;NISSAN;JUKE;STATION WAGON - SMALL;4;AV7;X
177;2;8;7;8;NISSAN;JUKE;STATION WAGON - SMALL;4;M6;X
189;2;9;8;8;NISSAN;JUKE AWD;STATION WAGON - SMALL;4;AV7;X
191;2;9;8;8;NISSAN;JUKE NISMO RS;STATION WAGON - SMALL;4;M6;Z
202;2;9;8;9;NISSAN;JUKE NISMO RS AWD;STATION WAGON - SMALL;4;AV8;Z
179;2;9;7;8;NISSAN;MICRA;COMPACT;4;A4;X
177;2;9;7;8;NISSAN;MICRA;COMPACT;4;M5;X
225;4;11;8;10;NISSAN;MURANO;STATION WAGON - MID-SIZE;6;AV7;X
228;4;11;8;10;NISSAN;MURANO AWD;STATION WAGON - MID-SIZE;6;AV7;X
216;2;10;9;9;NISSAN;NV200 CARGO VAN;SPECIAL PURPOSE VEHICLE;4;AV;X
239;4;12;9;10;NISSAN;PATHFINDER;SUV - SMALL;6;AV;X
246;4;12;9;11;NISSAN;PATHFINDER 4WD;SUV - SMALL;6;AV;X
253;4;13;9;11;NISSAN;PATHFINDER 4WD PLATINUM;SUV - SMALL;6;AV;X
202;3;9;9;9;NISSAN;PATHFINDER HYBRID 4WD;SUV - STANDARD;4;AV;X
242;4;12;9;11;NISSAN;QUEST;MINIVAN;6;AV;X
